Destination_Port,Flow_Duration,Total_Fwd_Packets,Total_Backward_Packets,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets,Flow_Bytes_per_s,Flow_Packets_per_s,FIN_Flag_Count,SYN_Flag_Count,ACK_Flag_Count,Label
443,98087,3,0,65,0,662.6770112,30.58509283,0,0,1,BENIGN
443,5665589,6,5,360,183,95.84175626,1.941545707,0,0,0,BENIGN
443,1093179,7,9,890,6294,6571.659353,14.63621237,0,0,0,BENIGN
443,5208953,9,6,383,5450,1119.80277,2.87965739,0,0,0,BENIGN
443,144,2,0,12,0,83333.33333,13888.88889,0,0,1,BENIGN
443,50691894,14,12,879,6159,138.8387658,0.512902517,0,0,0,BENIGN
443,138,2,0,12,0,86956.52174,14492.75362,0,0,1,BENIGN
443,92,2,0,12,0,130434.7826,21739.13043,0,0,1,BENIGN
443,5588680,6,4,611,155,137.0627769,1.789331291,0,0,0,BENIGN
443,10252352,6,8,2074,3443,538.1204235,1.365540317,0,0,0,BENIGN
443,10266971,7,10,2098,6596,846.7930805,1.655795073,0,0,0,BENIGN
443,181,2,0,12,0,66298.34254,11049.72376,0,0,1,BENIGN
443,74,2,0,12,0,162162.1622,27027.02703,0,0,1,BENIGN
443,5569809,6,4,611,155,137.5271576,1.795393702,0,0,0,BENIGN
443,10246494,6,9,2092,3465,542.3318454,1.463915365,0,0,0,BENIGN
443,10291431,7,10,2080,6534,837.0070207,1.651859688,0,0,0,BENIGN
443,160686,6,8,2266,3375,35105.73416,87.12644537,0,0,0,BENIGN
443,103972,2,0,12,0,115.4156888,19.23594814,0,0,1,BENIGN
443,1134567,7,8,2195,3375,4909.361898,13.22090278,0,0,0,BENIGN
443,39024,2,0,12,0,307.503075,51.25051251,0,0,1,BENIGN
443,83322,6,7,2507,3375,70593.60073,156.0212189,0,0,0,BENIGN
443,19365,2,0,12,0,619.6746708,103.2791118,0,0,1,BENIGN
443,81330,7,7,2512,3375,72384.1141,172.1382024,0,0,0,BENIGN
443,19499,2,0,12,0,615.4161752,102.5693625,0,0,1,BENIGN
443,710745,26,33,1877,58435,84857.43832,83.01148795,0,0,0,BENIGN
443,23948,1,1,6,6,501.0856857,83.51428094,0,0,1,BENIGN
443,183386,7,8,4891,4338,50325.54284,81.79468444,0,0,0,BENIGN
443,33576,2,0,12,0,357.3981415,59.56635692,0,0,1,BENIGN
443,266040,4,2,529,6,2010.975793,22.55299955,0,0,0,BENIGN
443,5572758,8,7,1241,3726,891.3001426,2.69166542,0,0,0,BENIGN
443,177,2,0,12,0,67796.61017,11299.43503,0,0,1,BENIGN
137,48,2,0,124,0,2583333.333,41666.66667,0,0,0,BENIGN
49374,4,2,0,124,0,31000000.0,500000.0,0,0,0,BENIGN
53569,214,1,2,0,0,0.0,14018.69159,0,0,1,BENIGN
389,420,11,4,172,326,1185714.286,35714.28571,0,0,0,BENIGN
88,1146,9,6,3174,3180,5544502.618,13089.00524,0,0,0,BENIGN
389,111865041,54,31,11422,12974,218.0842181,0.759844177,0,0,0,BENIGN
0,31810388,4,0,0,0,0.0,0.125745087,0,0,0,BENIGN
53,191,2,2,80,180,1361256.545,20942.40838,0,0,0,BENIGN
88,993,2,2,2944,578,3546827.795,4028.197382,0,0,0,BENIGN
53,177,2,2,64,96,903954.8023,22598.87006,0,0,0,BENIGN
53,166,2,2,102,224,1963855.422,24096.38554,0,0,0,BENIGN
389,49,1,4,0,12,244897.9592,102040.8163,0,0,1,BENIGN
53,168,2,2,88,188,1642857.143,23809.52381,0,0,0,BENIGN
53,318,2,2,102,224,1025157.233,12578.61635,0,0,0,BENIGN
53,148,2,2,102,224,2202702.703,27027.02703,0,0,0,BENIGN
53,180,2,2,102,224,1811111.111,22222.22222,0,0,0,BENIGN
53,180,2,2,88,188,1533333.333,22222.22222,0,0,0,BENIGN
53,169,2,2,88,188,1633136.095,23668.63905,0,0,0,BENIGN
53,181,2,2,88,188,1524861.878,22099.44751,0,0,0,BENIGN
53,194,2,2,64,158,1144329.897,20618.5567,0,0,0,BENIGN
53,215,2,2,142,242,1786046.512,18604.65116,0,0,0,BENIGN
88,95,1,4,0,12,126315.7895,52631.57895,0,0,1,BENIGN
53,188,2,2,64,158,1180851.064,21276.59574,0,0,0,BENIGN
53,184,2,2,64,158,1206521.739,21739.13043,0,0,0,BENIGN
53,182,2,2,88,188,1516483.516,21978.02198,0,0,0,BENIGN
88,737,2,2,504,2884,4597014.925,5427.408412,0,0,0,BENIGN
53,175,2,2,88,188,1577142.857,22857.14286,0,0,0,BENIGN
53,173,2,2,64,96,924855.4913,23121.38728,0,0,0,BENIGN
53,170,2,2,88,188,1623529.412,23529.41176,0,0,0,BENIGN
53,196,2,2,64,96,816326.5306,20408.16327,0,0,0,BENIGN
53,182,2,2,64,96,879120.8791,21978.02198,0,0,0,BENIGN
88,463,2,2,356,358,1542116.631,8639.308855,0,0,0,BENIGN
53,253,2,2,80,180,1027667.984,15810.27668,0,0,0,BENIGN
53,257,2,2,64,158,863813.2296,15564.20233,0,0,0,BENIGN
53,163,2,2,46,46,564417.1779,24539.8773,0,0,0,BENIGN
53,184,2,2,46,46,500000.0,21739.13043,0,0,0,BENIGN
53,164,2,2,46,46,560975.6098,24390.2439,0,0,0,BENIGN
53,180,2,2,46,46,511111.1111,22222.22222,0,0,0,BENIGN
53,217,2,2,46,46,423963.1336,18433.17972,0,0,0,BENIGN
53,183,2,2,46,46,502732.2404,21857.9235,0,0,0,BENIGN
53,166,2,2,46,46,554216.8675,24096.38554,0,0,0,BENIGN
53,163,2,2,46,46,564417.1779,24539.8773,0,0,0,BENIGN
53,170,2,2,46,46,541176.4706,23529.41176,0,0,0,BENIGN
53,253,2,2,46,46,363636.3636,15810.27668,0,0,0,BENIGN
53,167,2,2,46,46,550898.2036,23952.09581,0,0,0,BENIGN
53,170,2,2,46,46,541176.4706,23529.41176,0,0,0,BENIGN
53,178,2,2,46,46,516853.9326,22471.91011,0,0,0,BENIGN
53,167,2,2,46,46,550898.2036,23952.09581,0,0,0,BENIGN
53,171,2,2,46,46,538011.6959,23391.81287,0,0,0,BENIGN
53,213,2,2,46,46,431924.8826,18779.34272,0,0,0,BENIGN
3268,158,3,3,114,18,835443.038,37974.68354,0,1,1,BENIGN
3268,41,1,1,0,6,146341.4634,48780.4878,0,0,1,BENIGN
389,495,11,4,172,326,1006060.606,30303.0303,0,0,0,BENIGN
88,1122,9,6,3174,3180,5663101.604,13368.98396,0,0,0,BENIGN
3268,118109509,54,31,11422,8094,165.236484,0.719671098,0,0,0,BENIGN
88,768,2,2,504,2884,4411458.333,5208.333333,0,0,0,BENIGN
53,243,2,2,64,96,658436.214,16460.90535,0,0,0,BENIGN
53,181,2,2,102,224,1801104.972,22099.44751,0,0,0,BENIGN
53,239,2,2,64,158,928870.2929,16736.40167,0,0,0,BENIGN
389,84,1,4,0,12,142857.1429,59523.80952,0,0,1,BENIGN
53,190,2,2,64,158,1168421.053,21052.63158,0,0,0,BENIGN
53,189,2,2,88,188,1460317.46,21164.02116,0,0,0,BENIGN
88,471,2,2,356,358,1515923.567,8492.569002,0,0,0,BENIGN
53,171,2,2,88,188,1614035.088,23391.81287,0,0,0,BENIGN
53,177,2,2,64,96,903954.8023,22598.87006,0,0,0,BENIGN
53,156,2,2,88,188,1769230.769,25641.02564,0,0,0,BENIGN
53,255,2,2,64,158,870588.2353,15686.27451,0,0,0,BENIGN
53,253,2,2,88,188,1090909.091,15810.27668,0,0,0,BENIGN
88,104,1,4,0,12,115384.6154,48076.92308,0,0,1,BENIGN
53,337,2,2,64,158,658753.7092,11869.4362,0,0,0,BENIGN
53,139,2,2,102,224,2345323.741,28776.97842,0,0,0,BENIGN
88,977,2,2,2944,578,3604912.999,4094.165814,0,0,0,BENIGN
53,204,2,2,80,180,1274509.804,19607.84314,0,0,0,BENIGN
53,188,2,2,88,188,1468085.106,21276.59574,0,0,0,BENIGN
53,177,2,2,76,176,1423728.814,22598.87006,0,0,0,BENIGN
53,165,2,2,64,96,969696.9697,24242.42424,0,0,0,BENIGN
53,186,2,2,102,224,1752688.172,21505.37634,0,0,0,BENIGN
53,152,2,2,88,188,1815789.474,26315.78947,0,0,0,BENIGN
53,359,2,2,102,224,908077.9944,11142.06128,0,0,0,BENIGN
53,200,2,2,138,238,1880000.0,20000.0,0,0,0,BENIGN
53,244,2,2,88,188,1131147.541,16393.44262,0,0,0,BENIGN
53,195,2,2,64,96,820512.8205,20512.82051,0,0,0,BENIGN
9413,42,1,1,6,6,285714.2857,47619.04762,0,0,1,BENIGN
9414,44,1,1,6,6,272727.2727,45454.54545,0,0,1,BENIGN
443,3411393,10,10,851,3950,1407.342983,5.862707697,0,0,0,BENIGN
443,95001,1,1,0,0,0.0,21.05240997,0,0,1,BENIGN
443,1884070,9,11,703,3950,2469.653463,10.61531684,0,0,0,BENIGN
443,94932,1,1,0,0,0.0,21.06771163,0,0,1,BENIGN
22,1574783,35,42,2622,7038,6134.178487,48.89562562,0,0,0,BENIGN
22,199,2,1,12,6,90452.26131,15075.37688,0,0,1,BENIGN
22,1590557,35,40,2686,6718,5912.394212,47.15329284,0,0,0,BENIGN
22,186,2,1,12,6,96774.19355,16129.03226,0,0,1,BENIGN
443,155488,20,21,853,29862,197539.36,263.6859436,0,0,0,BENIGN
443,237065,30,36,913,62885,269116.0652,278.404657,0,0,0,BENIGN
443,237116,28,26,901,48160,206907.1678,227.7366352,0,0,0,BENIGN
443,237071,49,54,1027,100604,428694.3574,434.4689987,0,0,0,BENIGN
443,237797,46,52,1009,101654,431725.3792,412.1162168,0,0,0,BENIGN
443,118028690,352,459,4208,978856,8329.025765,6.87121072,0,0,0,BENIGN
443,263125,176,226,3835,438247,1680121.615,1527.790974,0,0,0,BENIGN
443,116259462,29,33,1675,28723,261.4668903,0.533289927,0,0,0,BENIGN
443,1054451,10,7,587,3833,4191.754761,16.1221337,0,0,0,BENIGN
443,118714847,39,49,1015,68836,588.3931266,0.741272067,0,0,0,BENIGN
443,176460,8,10,528,3925,25235.18078,102.0061204,0,0,0,BENIGN
443,10978,2,0,12,0,1093.095281,182.1825469,0,0,1,BENIGN
443,208706,8,5,546,3495,19362.16496,62.28857819,0,0,0,BENIGN
443,118025582,15,15,932,6350,61.69848838,0.254182182,0,0,0,BENIGN
443,881905,10,7,559,3944,5105.992142,19.27645268,0,0,0,BENIGN
443,964678,10,7,559,3944,4667.878816,17.62246055,0,0,0,BENIGN
443,118522528,13,13,618,4124,40.00927149,0.219367579,0,0,0,BENIGN
443,117585471,16,15,905,5652,55.7636921,0.263638014,0,0,0,BENIGN
443,1099940,10,7,549,3934,4075.676855,15.45538848,0,0,0,BENIGN
443,118852737,20,26,1006,21095,185.9528065,0.387033578,0,0,0,BENIGN
443,118942527,23,30,28847,12140,344.5949992,0.445593358,0,0,0,BENIGN
443,118186351,16,16,1138,5586,56.8932025,0.270758846,0,0,0,BENIGN
443,274684,10,7,563,4520,18504.90018,61.88929825,0,0,0,BENIGN
443,119226624,537,847,10654,1437890,12149.5011,11.60814551,0,0,0,BENIGN
443,119027981,13,13,617,4295,41.26760749,0.218436033,0,0,0,BENIGN
443,1104014,13,11,1033,4518,5028.015949,21.73885476,0,0,0,BENIGN
443,61588565,22,27,2051,5305,119.437756,0.795602236,0,0,0,BENIGN
443,832390,9,6,534,4415,5945.53034,18.02039909,0,0,0,BENIGN
443,118167120,23,28,3189,10066,112.171643,0.431592138,0,0,0,BENIGN
80,117480230,22,19,2255,4482,57.34581895,0.34899489,0,0,0,BENIGN
80,112721919,21,19,2255,3742,53.20172024,0.354855563,0,0,0,BENIGN
80,5680753,3,1,12,0,2.112396015,0.704132005,0,0,0,BENIGN
80,5805770,3,1,12,0,2.066909299,0.688969766,0,0,0,BENIGN
80,5805620,3,1,12,0,2.066962702,0.688987567,0,0,0,BENIGN
80,116613494,20,18,1383,3736,43.89714967,0.325862803,0,0,0,BENIGN
443,5821050,8,6,562,3119,632.3601412,2.405064378,0,0,0,BENIGN
443,116718166,21,19,1076,3500,39.20555092,0.342705865,0,0,0,BENIGN
443,116718146,21,19,1092,3500,39.34264,0.342705923,0,0,0,BENIGN
443,116717963,21,19,1076,3500,39.2056191,0.342706461,0,0,0,BENIGN
443,116717641,21,19,1084,3500,39.27426875,0.342707406,0,0,0,BENIGN
443,116721056,21,19,1084,3500,39.27311967,0.342697379,0,0,0,BENIGN
80,53268,3,4,442,872,24667.71795,131.4109784,0,0,0,BENIGN
80,16872,2,0,12,0,711.2375533,118.5395922,0,0,1,BENIGN
80,3302313,3,3,6,6,3.633816661,1.816908331,0,0,0,BENIGN
80,129,2,0,12,0,93023.25581,15503.87597,0,0,1,BENIGN
443,74049055,17,18,956,5730,90.29149663,0.472659644,0,0,0,BENIGN
53,304326,2,2,84,310,1294.664274,13.14379974,0,0,0,BENIGN
53,226,2,2,72,136,920353.9823,17699.11504,0,0,0,BENIGN
53,23881,2,2,72,194,11138.56204,167.4971735,0,0,0,BENIGN
53,180,2,2,68,132,1111111.111,22222.22222,0,0,0,BENIGN
53,48545,2,2,68,132,4119.888763,82.39777526,0,0,0,BENIGN
53,23905,2,2,68,230,12466.01129,167.3290107,0,0,0,BENIGN
53,24724,2,2,76,160,9545.381006,161.7861188,0,0,0,BENIGN
53,249,2,2,92,348,1767068.273,16064.25703,0,0,0,BENIGN
53,53436,2,2,108,164,5090.201362,74.85590239,0,0,0,BENIGN
53,204,2,2,108,140,1215686.275,19607.84314,0,0,0,BENIGN
53,122189,2,2,72,414,3977.444778,32.73617101,0,0,0,BENIGN
53,48514,2,2,104,160,5441.728161,82.45042668,0,0,0,BENIGN
53,251,2,2,94,350,1768924.303,15936.25498,0,0,0,BENIGN
53,63834,2,2,88,344,6767.553341,62.66253094,0,0,0,BENIGN
53,121210,2,2,98,310,3366.058906,33.00057751,0,0,0,BENIGN
53,122355,2,2,72,414,3972.048547,32.69175759,0,0,0,BENIGN
53,108697,2,2,72,414,4471.144558,36.79954369,0,0,0,BENIGN
53,75293,2,2,94,256,4648.506501,53.12578859,0,0,0,BENIGN
53,1032,2,2,92,182,265503.876,3875.968992,0,0,0,BENIGN
53,200,2,2,82,114,980000.0,20000.0,0,0,0,BENIGN
53,205,2,2,88,344,2107317.073,19512.19512,0,0,0,BENIGN
53,64842,2,2,92,348,6785.725302,61.68841183,0,0,0,BENIGN
53,123323,2,2,72,414,3940.870722,32.43514997,0,0,0,BENIGN
53,61931,2,2,94,350,7169.269025,64.58800924,0,0,0,BENIGN
53,214,2,2,94,350,2074766.355,18691.58879,0,0,0,BENIGN
53,244684,2,2,76,396,1929.018653,16.3476157,0,0,0,BENIGN
53,182,2,2,94,350,2439560.44,21978.02198,0,0,0,BENIGN
53,205,2,2,102,134,1151219.512,19512.19512,0,0,0,BENIGN
53,964,2,2,82,202,294605.8091,4149.377593,0,0,0,BENIGN
53,77410,2,2,94,256,4521.379667,51.67291048,0,0,0,BENIGN
53,193,2,2,92,220,1616580.311,20725.3886,0,0,0,BENIGN
53,222,2,2,104,136,1081081.081,18018.01802,0,0,0,BENIGN
53,92501,2,2,74,416,5297.24003,43.24277575,0,0,0,BENIGN
53,94947,2,2,74,416,5160.773905,42.12876658,0,0,0,BENIGN
53,77187,2,2,94,256,4534.442328,51.82219804,0,0,0,BENIGN
53,48514,2,2,94,256,7214.412335,82.45042668,0,0,0,BENIGN
53,48114,2,2,94,256,7274.38999,83.13588561,0,0,0,BENIGN
53,51418,2,2,84,204,5601.151348,77.79376872,0,0,0,BENIGN
53,23940,2,2,92,254,14452.79866,167.0843776,0,0,0,BENIGN
53,198,2,2,70,166,1191919.192,20202.0202,0,0,0,BENIGN
53,186,2,2,82,152,1258064.516,21505.37634,0,0,0,BENIGN
53,190,2,2,94,206,1578947.368,21052.63158,0,0,0,BENIGN
53,183,2,2,82,114,1071038.251,21857.9235,0,0,0,BENIGN
53,990,2,2,86,142,230303.0303,4040.40404,0,0,0,BENIGN
53,164,2,2,66,98,1000000.0,24390.2439,0,0,0,BENIGN
53,24394,2,2,78,110,7706.813151,163.9747479,0,0,0,BENIGN
53,178,2,2,72,104,988764.0449,22471.91011,0,0,0,BENIGN
53,1278,2,2,86,196,220657.277,3129.890454,0,0,0,BENIGN
53,24193,2,2,84,284,15211.01145,165.337081,0,0,0,BENIGN
53,24637,2,2,82,202,11527.37752,162.3574299,0,0,0,BENIGN
53,198,2,2,82,146,1151515.152,20202.0202,0,0,0,BENIGN
53,24549,2,2,76,172,10102.24449,162.9394273,0,0,0,BENIGN
53,188,2,2,88,144,1234042.553,21276.59574,0,0,0,BENIGN
53,24149,2,2,78,188,11014.94886,165.6383287,0,0,0,BENIGN
53,204,2,2,86,118,1000000.0,19607.84314,0,0,0,BENIGN
53,132,2,2,64,96,1212121.212,30303.0303,0,0,0,BENIGN
53,186,2,2,100,132,1247311.828,21505.37634,0,0,0,BENIGN
53,48193,2,2,64,160,4647.977922,82.99960575,0,0,0,BENIGN
53,23989,2,2,64,96,6669.723623,166.7430906,0,0,0,BENIGN
53,206,2,2,70,102,834951.4563,19417.47573,0,0,0,BENIGN
53,255,2,2,66,140,807843.1373,15686.27451,0,0,0,BENIGN
53,219,2,2,86,204,1324200.913,18264.84018,0,0,0,BENIGN
53,170,2,2,78,110,1105882.353,23529.41176,0,0,0,BENIGN
53,205,2,2,94,206,1463414.634,19512.19512,0,0,0,BENIGN
53,196,2,2,78,110,959183.6735,20408.16327,0,0,0,BENIGN
53,199,2,2,70,126,984924.6231,20100.50251,0,0,0,BENIGN
53,207,2,2,72,208,1352657.005,19323.6715,0,0,0,BENIGN
53,28813,2,2,82,146,7913.094784,138.8262243,0,0,0,BENIGN
53,23838,2,2,78,134,8893.363537,167.799312,0,0,0,BENIGN
53,168,2,2,66,122,1119047.619,23809.52381,0,0,0,BENIGN
53,811,2,2,88,144,286066.5845,4932.182491,0,0,0,BENIGN
53,207,2,2,78,180,1246376.812,19323.6715,0,0,0,BENIGN
53,171,2,2,88,120,1216374.269,23391.81287,0,0,0,BENIGN
53,48601,2,2,70,448,10658.21691,82.30283328,0,0,0,BENIGN
53,275,2,2,68,158,821818.1818,14545.45455,0,0,0,BENIGN
53,99848,2,2,88,200,2884.384264,40.06089256,0,0,0,BENIGN
53,173,2,2,70,102,994219.6532,23121.38728,0,0,0,BENIGN
53,250,2,2,94,206,1200000.0,16000.0,0,0,0,BENIGN
53,166,2,2,70,102,1036144.578,24096.38554,0,0,0,BENIGN
53,220,2,2,94,206,1363636.364,18181.81818,0,0,0,BENIGN
53,46669,2,2,62,172,5014.035013,85.71000021,0,0,0,BENIGN
53,816,2,2,98,154,308823.5294,4901.960784,0,0,0,BENIGN
53,175,2,2,98,130,1302857.143,22857.14286,0,0,0,BENIGN
53,995,2,2,94,196,291457.2864,4020.100503,0,0,0,BENIGN
53,184,2,2,84,116,1086956.522,21739.13043,0,0,0,BENIGN
53,212,2,2,88,144,1094339.623,18867.92453,0,0,0,BENIGN
53,209,2,2,90,146,1129186.603,19138.75598,0,0,0,BENIGN
53,208,2,2,78,110,903846.1538,19230.76923,0,0,0,BENIGN
53,178,2,2,84,140,1258426.966,22471.91011,0,0,0,BENIGN
53,182,2,2,94,206,1648351.648,21978.02198,0,0,0,BENIGN
53,275,2,2,78,180,938181.8182,14545.45455,0,0,0,BENIGN
53,151358,2,2,62,368,2840.94663,26.42741051,0,0,0,BENIGN
53,917,2,2,94,206,327153.7623,4362.050164,0,0,0,BENIGN
53,213,2,2,70,126,920187.7934,18779.34272,0,0,0,BENIGN
53,23892,2,2,136,300,18248.7862,167.4200569,0,0,0,BENIGN
53,277,2,2,136,392,1906137.184,14440.43321,0,0,0,BENIGN
53,23836,2,2,72,204,11579.12401,167.8133915,0,0,0,BENIGN
53,193,2,2,60,264,1678756.477,20725.3886,0,0,0,BENIGN
53,207,2,2,90,122,1024154.589,19323.6715,0,0,0,BENIGN
53,206,2,2,72,136,1009708.738,19417.47573,0,0,0,BENIGN
53,24976,2,2,80,250,13212.68418,160.1537476,0,0,0,BENIGN
53,48420,2,2,90,354,9169.76456,82.61049153,0,0,0,BENIGN
53,198,2,2,80,272,1777777.778,20202.0202,0,0,0,BENIGN
443,795868,10,7,590,3866,5598.918414,21.36032608,0,0,0,BENIGN
443,119376334,17,18,2866,4909,65.13016223,0.293190441,0,0,0,BENIGN
443,10295252,8,8,858,4897,558.9955447,1.55411446,0,0,0,BENIGN
443,10296733,18,27,828,38442,3813.831047,4.370318236,0,0,0,BENIGN
443,192,2,0,12,0,62500.0,10416.66667,0,0,1,BENIGN
443,92,2,0,12,0,130434.7826,21739.13043,0,0,1,BENIGN
443,119223793,24,28,1069,27329,238.1907108,0.436154552,0,0,0,BENIGN
443,404637,22,25,1002,26361,67623.57372,116.1534907,0,0,0,BENIGN
443,554430,22,27,1002,28051,52401.56557,88.37905597,0,0,0,BENIGN
80,5912327,3,1,12,0,2.029657697,0.676552566,0,0,0,BENIGN
80,5899748,3,1,12,0,2.03398518,0.67799506,0,0,0,BENIGN
80,5896836,3,1,12,0,2.034989611,0.67832987,0,0,0,BENIGN
80,115843357,16,15,514,1969,21.43411642,0.267602742,0,0,0,BENIGN
80,115838928,16,14,514,1969,21.43493593,0.258980297,0,0,0,BENIGN
80,115859984,18,17,950,3932,42.13706779,0.302088769,0,0,0,BENIGN
80,15,1,1,6,6,800000.0,133333.3333,0,0,1,BENIGN
80,110220365,16,15,662,780,13.08288173,0.281254739,0,0,0,BENIGN
443,5260047,9,7,381,3675,771.0957716,3.041797915,0,0,0,BENIGN
443,61149031,15,14,1137,4289,88.7340308,0.474251178,0,0,0,BENIGN
443,62188038,33,42,1248,60725,996.5421324,1.206019717,0,0,0,BENIGN
443,60923557,14,13,986,3440,72.64841743,0.443178326,0,0,0,BENIGN
443,115184417,27,31,896,24268,218.4670518,0.503540336,0,0,0,BENIGN
80,115842915,17,15,528,1964,21.51188961,0.276236143,0,0,0,BENIGN
443,116949923,21,20,1224,6577,66.70376346,0.350577401,0,0,0,BENIGN
443,115504492,20,19,822,5619,55.764065,0.337649206,0,0,0,BENIGN
443,117111160,68,91,2231,125299,1088.96539,1.357684443,0,0,0,BENIGN
443,117110951,104,150,2450,230402,1988.302529,2.168883421,0,0,0,BENIGN
443,116422110,63,83,2195,107222,939.8300718,1.254057326,0,0,0,BENIGN
443,116464642,41,43,2022,49709,444.1777273,0.721248944,0,0,0,BENIGN
443,116461408,46,50,2064,62753,556.5534636,0.824307396,0,0,0,BENIGN
443,116422117,39,41,2049,47129,422.4111472,0.687154658,0,0,0,BENIGN
443,115292341,25,28,811,20693,186.5171599,0.459700961,0,0,0,BENIGN
443,115945553,19,18,1071,6172,62.46897628,0.319115301,0,0,0,BENIGN
443,116478402,83,123,3104,182157,1590.518043,1.768568219,0,0,0,BENIGN
443,116022025,20,20,1077,7481,73.76185685,0.344762126,0,0,0,BENIGN
443,116479735,66,98,3641,127264,1123.84356,1.407970236,0,0,0,BENIGN
443,116478859,42,47,2774,50753,459.5426197,0.764087155,0,0,0,BENIGN
443,116480481,99,148,3913,232062,2025.875906,2.120526958,0,0,0,BENIGN
443,116174614,42,60,1491,67196,591.2393219,0.877988714,0,0,0,BENIGN
443,116478906,66,97,5184,117898,1056.689183,1.399395011,0,0,0,BENIGN
443,116478853,47,60,2395,67145,597.0182416,0.918621683,0,0,0,BENIGN
443,116479013,35,44,1642,43114,384.2408933,0.678233769,0,0,0,BENIGN
443,116478996,63,78,4004,96387,861.880712,1.210518676,0,0,0,BENIGN
443,116478937,63,91,3707,107630,955.8552204,1.32212745,0,0,0,BENIGN
443,117478868,25,24,844,14476,130.4064319,0.41709629,0,0,0,BENIGN
443,115475736,35,43,1979,41757,378.7462329,0.675466576,0,0,0,BENIGN
443,115475999,46,62,2410,74479,665.8439907,0.935259283,0,0,0,BENIGN
443,115475974,53,67,1749,84994,751.177903,1.039177206,0,0,0,BENIGN
443,117479828,64,92,3337,122866,1074.252509,1.327887542,0,0,0,BENIGN
443,117479898,59,85,2564,107458,936.517667,1.225741616,0,0,0,BENIGN
443,117479858,71,92,3410,122290,1069.97065,1.387471885,0,0,0,BENIGN
443,116836825,27,29,811,22894,202.8897995,0.47930094,0,0,0,BENIGN
443,5955787,9,9,385,5118,923.9752866,3.022270608,0,0,0,BENIGN
443,66022976,15,17,913,5462,96.55729545,0.484679758,0,0,0,BENIGN
443,66239345,15,18,919,6035,104.9829222,0.498193332,0,0,0,BENIGN
443,66236758,14,17,949,5462,96.78915746,0.468018075,0,0,0,BENIGN
443,18,1,1,6,6,666666.6667,111111.1111,0,0,1,BENIGN
80,5975638,3,1,12,0,2.008153774,0.669384591,0,0,0,BENIGN
80,116887317,21,18,1395,3986,46.03579018,0.333654677,0,0,0,BENIGN
80,117168216,20,18,1830,3196,42.89559209,0.324320036,0,0,0,BENIGN
80,115076529,16,14,519,802,11.47931739,0.26069608,0,0,0,BENIGN
443,78069,8,5,543,5007,71090.958,166.5193611,0,0,0,BENIGN
443,117323064,14,15,826,6560,62.95437357,0.247180725,0,0,0,BENIGN
443,3191524,1,3,0,0,0.0,1.253319731,0,0,0,BENIGN
443,5478886,9,8,383,6022,1169.033267,3.102820537,0,0,0,BENIGN
443,111237402,26,31,1968,16964,170.1945538,0.512417577,0,0,0,BENIGN
53705,3,2,0,31,0,10300000.0,666666.6667,0,1,1,BENIGN
37028,4,2,0,31,0,7750000.0,500000.0,0,1,1,BENIGN
58208,225,2,0,12,0,53333.33333,8888.888889,0,0,1,BENIGN
58207,4,2,0,12,0,3000000.0,500000.0,0,0,1,BENIGN
55691,271,2,0,12,0,44280.4428,7380.073801,0,0,1,BENIGN
55773,95,1,1,6,6,126315.7895,21052.63158,0,0,1,BENIGN
55774,95,1,1,6,6,126315.7895,21052.63158,0,0,1,BENIGN
55749,133,1,1,6,6,90225.56391,15037.59398,0,0,1,BENIGN
54546,356,2,0,0,0,0.0,5617.977528,0,0,1,BENIGN
54531,82,1,1,0,0,0.0,24390.2439,0,0,1,BENIGN
54529,68,1,1,0,0,0.0,29411.76471,0,0,1,BENIGN
54541,84,1,1,0,0,0.0,23809.52381,0,0,1,BENIGN
54556,83,1,1,0,0,0.0,24096.38554,0,0,1,BENIGN
54539,75,1,1,0,0,0.0,26666.66667,0,0,1,BENIGN
54549,95,1,1,0,0,0.0,21052.63158,0,0,1,BENIGN
54551,10,1,1,0,0,0.0,200000.0,0,0,1,BENIGN
54544,94,1,1,0,0,0.0,21276.59574,0,0,1,BENIGN
54554,91,1,1,0,0,0.0,21978.02198,0,0,1,BENIGN
54532,61,1,1,0,0,0.0,32786.88525,0,0,1,BENIGN
54537,54,1,1,0,0,0.0,37037.03704,0,0,1,BENIGN
54547,92,1,1,0,0,0.0,21739.13043,0,0,1,BENIGN
54542,39,1,1,0,0,0.0,51282.05128,0,0,1,BENIGN
54535,67,1,1,0,0,0.0,29850.74627,0,0,1,BENIGN
54552,86,1,1,0,0,0.0,23255.81395,0,0,1,BENIGN
54530,91,1,1,0,0,0.0,21978.02198,0,0,1,BENIGN
54545,97,1,1,0,0,0.0,20618.5567,0,0,1,BENIGN
54540,93,1,1,0,0,0.0,21505.37634,0,0,1,BENIGN
54528,85,1,1,0,0,0.0,23529.41176,0,0,1,BENIGN
54538,47,1,1,0,0,0.0,42553.19149,0,0,1,BENIGN
54550,53,1,1,0,0,0.0,37735.84906,0,0,1,BENIGN
54533,51,1,1,0,0,0.0,39215.68627,0,0,1,BENIGN
54548,21,1,1,0,0,0.0,95238.09524,0,0,1,BENIGN
54543,51,1,1,0,0,0.0,39215.68627,0,0,1,BENIGN
54553,83,1,1,0,0,0.0,24096.38554,0,0,1,BENIGN
54536,66,1,1,0,0,0.0,30303.0303,0,0,1,BENIGN
